Language	Chapter	Number	Text
BRI	10031	831	"==="
CHI	10031	831	"本地化设置代码"
ENG	10031	831	"Locale code"
FRA	10031	831	"Code des paramètres régionaux"
GER	10031	831	"Lokaler Code"
POR	10031	831	"Cód. dos parâmetros regionais"
SPA	10031	831	"Código de parámetros regionales"
XXX	10031	831	"1D07C90B2AB97A4BA714741FB424E0BFB89B9483"
BRI	10031	832	"==="
CHI	10031	832	"描述"
ENG	10031	832	"Description"
FRA	10031	832	"Description"
GER	10031	832	"Beschreibung"
POR	10031	832	"Descrição"
SPA	10031	832	"Descripción"
XXX	10031	832	"9E6D7A140920883EC68F4D0BC9EB316CBFB6CC1F"
BRI	10031	833	"==="
CHI	10031	833	"已启用"
ENG	10031	833	"Enabled"
FRA	10031	833	"Activés"
GER	10031	833	"Aktiviert"
POR	10031	833	"Ativado"
SPA	10031	833	"Activadas"
XXX	10031	833	"E7971905A149184D9BB226723ADB26FA14883A40"
BRI	10031	834	"==="
CHI	10031	834	"一周的第一天"
ENG	10031	834	"First day of week"
FRA	10031	834	"Premier jour de la semaine"
GER	10031	834	"Erster Tag der Woche"
POR	10031	834	"Primeiro dia da semana"
SPA	10031	834	"Primer día de la semana"
XXX	10031	834	"47EF197AE5482FE44DE47FEA9F7642E2293C5369"
BRI	10031	835	"==="
CHI	10031	835	"星期日"
ENG	10031	835	"Sunday"
FRA	10031	835	"Dimanche"
GER	10031	835	"Sonntag"
POR	10031	835	"Domingo"
SPA	10031	835	"Domingo"
XXX	10031	835	"3BEFC3EE6FF7FE354CAB8B41C0AD3928D82167C9"
BRI	10031	836	"==="
CHI	10031	836	"星期一"
ENG	10031	836	"Monday"
FRA	10031	836	"Lundi"
GER	10031	836	"Montag"
POR	10031	836	"Segunda"
SPA	10031	836	"Lunes"
XXX	10031	836	"AE980B79876698481588FB6A9B48279A3BA5FCA7"
BRI	10031	837	"==="
CHI	10031	837	"星期二"
ENG	10031	837	"Tuesday"
FRA	10031	837	"Mardi"
GER	10031	837	"Dienstag"
POR	10031	837	"Terça"
SPA	10031	837	"Martes"
XXX	10031	837	"1C5F6BE1480AF0A427DB951DFA6042EB14272826"
BRI	10031	838	"==="
CHI	10031	838	"星期三"
ENG	10031	838	"Wednesday"
FRA	10031	838	"Mercredi"
GER	10031	838	"Mittwoch"
POR	10031	838	"Quarta"
SPA	10031	838	"Miercoles"
XXX	10031	838	"ECD45AA266146AB2ACFC670A860A446C708D4319"
BRI	10031	839	"==="
CHI	10031	839	"星期四"
ENG	10031	839	"Thursday"
FRA	10031	839	"Jeudi"
GER	10031	839	"Donnerstag"
POR	10031	839	"Quinta"
SPA	10031	839	"Jueves"
XXX	10031	839	"3E55E8D39BC2CDA1FD8B45CC57D5A4002A609F33"
BRI	10031	840	"==="
CHI	10031	840	"星期五"
ENG	10031	840	"Friday"
FRA	10031	840	"Vendredi"
GER	10031	840	"Freitag"
POR	10031	840	"Sexta"
SPA	10031	840	"Viernes"
XXX	10031	840	"F7098E82AF68D576F04B1369B418F288045DB13E"
BRI	10031	841	"==="
CHI	10031	841	"星期六"
ENG	10031	841	"Saturday"
FRA	10031	841	"Samedi"
GER	10031	841	"Samstag"
POR	10031	841	"Sábado"
SPA	10031	841	"Sábado"
XXX	10031	841	"D2655F63B18D960B88DDB14CBDC55891CB3BC28F"
BRI	10031	842	"==="
CHI	10031	842	"长日期格式"
ENG	10031	842	"Long date format"
FRA	10031	842	"Format long date"
GER	10031	842	"Langes Datumsformat"
POR	10031	842	"Formato de data longo"
SPA	10031	842	"Formato largo fecha"
XXX	10031	842	"8D48976BAFCDC3B8DB5CF4DA9C59E8C937F370AC"
BRI	10031	843	"==="
CHI	10031	843	"长日期/时间格式"
ENG	10031	843	"Long date/time format"
FRA	10031	843	"Format long date/heure"
GER	10031	843	"Langes Datums-/Zeitformat"
POR	10031	843	"Longa data formato / hora"
SPA	10031	843	"Formato largo fecha/hora"
XXX	10031	843	"2327C96712EB27BABCB26759035390016483EF22"
BRI	10031	844	"==="
CHI	10031	844	"长时间格式"
ENG	10031	844	"Long time format"
FRA	10031	844	"Format long heure"
GER	10031	844	"Langes Zeitformat"
POR	10031	844	"Formato de longa data"
SPA	10031	844	"Formato largo hora"
XXX	10031	844	"9C849880234656BA70A11F0F08752EA7F982B7E4"
BRI	10031	845	"==="
CHI	10031	845	"小数点分隔符"
ENG	10031	845	"Number decimal separator"
FRA	10031	845	"Symbole décimal"
GER	10031	845	"Dezimaltrennzeichen"
POR	10031	845	"Decimal"
SPA	10031	845	"Símbolo decimal"
XXX	10031	845	"A2F17B04583429A8DB1BCCC7A88595457C1E48B4"
BRI	10031	846	"==="
CHI	10031	846	"，（逗号）"
ENG	10031	846	", (comma)"
FRA	10031	846	", (virgule)"
GER	10031	846	", (Komma)"
POR	10031	846	", (Vírgula)"
SPA	10031	846	", (virgule)"
XXX	10031	846	"777B63AACECEE3976A4119A09038D6A05F8B9A6D"
BRI	10031	847	"==="
CHI	10031	847	"。（句号）"
ENG	10031	847	". (dot)"
FRA	10031	847	". (point)"
GER	10031	847	". (Punkt)"
POR	10031	847	". (Período)"
SPA	10031	847	". (point)"
XXX	10031	847	"F533FD82BFA2C7BB4EE4EF892507E0D9FA7E851C"
BRI	10031	848	"==="
CHI	10031	848	"无"
ENG	10031	848	"None"
FRA	10031	848	"Aucun"
GER	10031	848	"Kein"
POR	10031	848	"Nenhum"
SPA	10031	848	"Ningún"
XXX	10031	848	"F2199C03DC0BB655581A5E6940256C85238AA63C"
BRI	10031	849	"==="
CHI	10031	849	"空间"
ENG	10031	849	"Space"
FRA	10031	849	"Espace"
GER	10031	849	"Platz"
POR	10031	849	"==="
SPA	10031	849	"Espacio"
XXX	10031	849	"7F5CBB0E02D65E8DB072FE691074944CDA6504BE"
BRI	10031	850	"==="
CHI	10031	850	"数字组分隔符"
ENG	10031	850	"Number group separator"
FRA	10031	850	"Symbole de groupement des chiffres"
GER	10031	850	"Gruppentrennzeichen"
POR	10031	850	"Symbol Digit agrupamento"
SPA	10031	850	"Símbolo de agrupación de cifras"
XXX	10031	850	"B7F7FDB963A5A121997C754002C44DE8573B448F"
BRI	10031	851	"==="
CHI	10031	851	"'（连字符）"
ENG	10031	851	"' (hyphen)"
FRA	10031	851	"' (tiret)"
GER	10031	851	"' (Trennstrich)"
POR	10031	851	"'(Traço)"
SPA	10031	851	"' (tiret)"
XXX	10031	851	"495130FADF194E1536F3E2EE07350D7BFCCD1764"
BRI	10031	852	"==="
CHI	10031	852	"，（逗号）"
ENG	10031	852	", (comma)"
FRA	10031	852	", (virgule)"
GER	10031	852	", (Komma)"
POR	10031	852	", (Vírgula)"
SPA	10031	852	", (virgule)"
XXX	10031	852	"30A6160DCE2C93B1F57F328F4B45B05328398BBA"
BRI	10031	853	"==="
CHI	10031	853	"。（句号）"
ENG	10031	853	". (dot)"
FRA	10031	853	". (point)"
GER	10031	853	". (Punkt)"
POR	10031	853	". (Período)"
SPA	10031	853	". (point)"
XXX	10031	853	"8AC641104872FEB1729890E7079BF7F4C0B1B99C"
BRI	10031	854	"==="
CHI	10031	854	"数字分组大小"
ENG	10031	854	"Number group size"
FRA	10031	854	"Taille du groupement de chiffres"
GER	10031	854	"Nummer Gruppengröße"
POR	10031	854	"Agrupamento Tamanho do dígito"
SPA	10031	854	"Tamaño de agrupación de cifras"
XXX	10031	854	"4B05DB37B4ADDDCA96E883709F2F903C136045CC"
BRI	10031	855	"==="
CHI	10031	855	"将会通过搜索引擎来检索这些本地化设置中的文本内容"
ENG	10031	855	"Text in this locale will be indexed by the search engine"
FRA	10031	855	"Le texte contenu dans ces paramètres régionaux sera indexé par le moteur de recherche"
GER	10031	855	"Der Text in diesem lokalen Parameter wird von der Suchmaschine indiziert"
POR	10031	855	"O texto nestes locais serão indexados pelo motor de busca"
SPA	10031	855	"El texto contenido en estos parámetros regionales será indexado por el motor de búsqueda"
XXX	10031	855	"B1C995ACAA053D5B31E497BA1489D04D0B0645EC"
BRI	10031	856	"==="
CHI	10031	856	"可搜索的"
ENG	10031	856	"Searchable"
FRA	10031	856	"Recherchable"
GER	10031	856	"Durchsuchbar"
POR	10031	856	"recarregavel"
SPA	10031	856	"Buscable"
XXX	10031	856	"1D9E9FC8BAE4E666D4F2E4361D1F1CDC155A2443"
BRI	10031	857	"==="
CHI	10031	857	"日期格式"
ENG	10031	857	"Date format"
FRA	10031	857	"Format date"
GER	10031	857	"Datumsformat"
POR	10031	857	"Form. data"
SPA	10031	857	"Formato fecha"
XXX	10031	857	"8A1382589FBBAF0F20A6D27C037236C96F5F1515"
BRI	10031	858	"==="
CHI	10031	858	"日期/时间格式"
ENG	10031	858	"Date/time format"
FRA	10031	858	"Format date/heure"
GER	10031	858	"Datums-/Zeitformat"
POR	10031	858	"Formato de data / hora"
SPA	10031	858	"Formato fecha/hora"
XXX	10031	858	"D28065F21300C01AB445EBA558146629C4B7419E"
BRI	10031	859	"==="
CHI	10031	859	"时间格式"
ENG	10031	859	"Time format"
FRA	10031	859	"Format heure"
GER	10031	859	"Zeitformat"
POR	10031	859	"Formato hora"
SPA	10031	859	"Formato hora"
XXX	10031	859	"F4025BC7602D7B50DD1AE11706526430C6128183"
BRI	10031	860	"==="
CHI	10031	860	"年份最大两位数"
ENG	10031	860	"Two-digit max year"
FRA	10031	860	"Année maximum à deux chiffres"
GER	10031	860	"Jahr höchstens zwei Ziffern"
POR	10031	860	"Ano máxima de dois dígitos"
SPA	10031	860	"Año máximo a dos cifras"
XXX	10031	860	"04C719AD3B1F1103E52B2D32EC03A3E3F0F527F2"
BRI	10031	861	"==="
CHI	10031	861	"名称"
ENG	10031	861	"Name"
FRA	10031	861	"Nom"
GER	10031	861	"==="
POR	10031	861	"Nome"
SPA	10031	861	"Nombre"
XXX	10031	861	"4D11A5022FDD8ECC6046AEBE4B22A91A3BF0F370"
BRI	10031	862	"==="
CHI	10031	862	"标题"
ENG	10031	862	"Title"
FRA	10031	862	"Intitulé"
GER	10031	862	"Titel"
POR	10031	862	"Descr."
SPA	10031	862	"Descripción"
XXX	10031	862	"1F715B7F2549C03F63A7CF7D85E3A6979DF60CD5"
BRI	10031	863	"==="
CHI	10031	863	"类型"
ENG	10031	863	"Type"
FRA	10031	863	"Type"
GER	10031	863	"Typ"
POR	10031	863	"Tipo"
SPA	10031	863	"Tipo"
XXX	10031	863	"24B73E885E6106669432F3DADF71F7563F95AF0E"
BRI	10031	864	"==="
CHI	10031	864	"名称"
ENG	10031	864	"Name"
FRA	10031	864	"Nom"
GER	10031	864	"==="
POR	10031	864	"Nome"
SPA	10031	864	"Nombre"
XXX	10031	864	"6D538AFE1C5863BF6A071B9D12276AD74C0FF753"
BRI	10031	865	"==="
CHI	10031	865	"标题"
ENG	10031	865	"Title"
FRA	10031	865	"Intitulé"
GER	10031	865	"Titel"
POR	10031	865	"Descr."
SPA	10031	865	"Descripción"
XXX	10031	865	"A9E5E65850975339FCA2D8E0F25097029EA4508D"
BRI	10031	866	"==="
CHI	10031	866	"英语名称"
ENG	10031	866	"English name"
FRA	10031	866	"Nom anglais"
GER	10031	866	"Englischer Name"
POR	10031	866	"Nome Inglês"
SPA	10031	866	"Nombre inglés"
XXX	10031	866	"8225C48C6E6537A222ACA03AAB6046989EDC021C"
BRI	10031	867	"==="
CHI	10031	867	"名称"
ENG	10031	867	"Name"
FRA	10031	867	"Nom"
GER	10031	867	"==="
POR	10031	867	"Nome"
SPA	10031	867	"Nombre"
XXX	10031	867	"1105951326E4522445ADAB449B10A4E46AC05C28"
BRI	10031	868	"==="
CHI	10031	868	"本地化名称"
ENG	10031	868	"Native name"
FRA	10031	868	"Nom régional"
GER	10031	868	"Regionaler Name"
POR	10031	868	"Nome Regional"
SPA	10031	868	"Nombre regional"
XXX	10031	868	"31B5E0B931B1B79A1C0B9585A4DABAF5782292CE"
BRI	10031	869	"==="
CHI	10031	869	"实体"
ENG	10031	869	"Entity"
FRA	10031	869	"Entité"
GER	10031	869	"Entität"
POR	10031	869	"Entidade"
SPA	10031	869	"Entidad"
XXX	10031	869	"352B10A461828C77B9F334A88C3FF25495C69CD9"
BRI	10031	870	"==="
CHI	10031	870	"名称"
ENG	10031	870	"Name"
FRA	10031	870	"Nom"
GER	10031	870	"==="
POR	10031	870	"Nome"
SPA	10031	870	"Nombre"
XXX	10031	870	"4776CA500775751B1CC151811B2832B76DDDE936"
BRI	10031	871	"==="
CHI	10031	871	"标题"
ENG	10031	871	"Title"
FRA	10031	871	"Intitulé"
GER	10031	871	"Titel"
POR	10031	871	"Descr."
SPA	10031	871	"Descripción"
XXX	10031	871	"99DDE9C8740CE8EE039162ABD68CC78368CFADC0"
BRI	10031	872	"==="
CHI	10031	872	"名称"
ENG	10031	872	"Name"
FRA	10031	872	"Nom"
GER	10031	872	"==="
POR	10031	872	"Nome"
SPA	10031	872	"Nombre"
XXX	10031	872	"A9986C5E627CD145DC42C4243949F17BCB89648F"
BRI	10031	873	"Activity code"
CHI	10031	873	"业务代码"
ENG	10031	873	"Activity code"
FRA	10031	873	"Code activité"
GER	10031	873	"Aktivitätscode"
POR	10031	873	"Cod. actividade"
SPA	10031	873	"Código de actividad"
XXX	10031	873	"C08D8DAA7EBEAB3137E946FBA3DABA61AE09A25A"
BRI	10031	874	"Company"
CHI	10031	874	"公司"
ENG	10031	874	"Company"
FRA	10031	874	"Société"
GER	10031	874	"Unternehmen"
POR	10031	874	"Sociedade"
SPA	10031	874	"Sociedad"
XXX	10031	874	"6445627DB32F05575CFE8B8EEA913B87000183A9"
BRI	10031	875	"Short title·"
CHI	10031	875	"简称"
ENG	10031	875	"Short title"
FRA	10031	875	"Intitulé court"
GER	10031	875	"Kurztitel"
POR	10031	875	"Design. curta"
SPA	10031	875	"Descripción corta"
XXX	10031	875	"2FDA49D6CBD47EE65432666CB9FB6984AC00EA17"
BRI	10031	876	"==="
CHI	10031	876	"账套"
ENG	10031	876	"Folder"
FRA	10031	876	"Dossier"
GER	10031	876	"==="
POR	10031	876	"Dossier"
SPA	10031	876	"Dossier"
XXX	10031	876	"516FC353BABDE911830119A5496F2E5819047E69"
BRI	10031	877	"==="
CHI	10031	877	"账套"
ENG	10031	877	"Folder"
FRA	10031	877	"Dossier"
GER	10031	877	"==="
POR	10031	877	"Dossier"
SPA	10031	877	"Dossier"
XXX	10031	877	"18070760688DCCFE8787D888F48AD9D2F413A78C"
BRI	10031	878	"==="
CHI	10031	878	"名称"
ENG	10031	878	"Name"
FRA	10031	878	"Nom"
GER	10031	878	"==="
POR	10031	878	"Nome"
SPA	10031	878	"Nombre"
XXX	10031	878	"49FB5DE1925AAF5E200C2A988E3B918F681DA211"
BRI	10031	879	"==="
CHI	10031	879	"版本"
ENG	10031	879	"Version"
FRA	10031	879	"Version"
GER	10031	879	"==="
POR	10031	879	"Versão"
SPA	10031	879	"Versión"
XXX	10031	879	"53E245169C592BA87BB07C878A393B73CC6BCAF5"
BRI	10031	880	"Legislation"
CHI	10031	880	"准则"
ENG	10031	880	"Legislation"
FRA	10031	880	"Législation"
GER	10031	880	"Rechtsordnung"
POR	10031	880	"Legislação"
SPA	10031	880	"Legislación"
XXX	10031	880	"20BD1918BAD42880C0A5A308A0670385E42E79A1"
BRI	10031	881	"Title"
CHI	10031	881	"标题"
ENG	10031	881	"Title"
FRA	10031	881	"Intitulé"
GER	10031	881	"Titel"
POR	10031	881	"Descr."
SPA	10031	881	"Descripción"
XXX	10031	881	"D559F96E49196DCBECB40335C29E3E0A22699B69"
BRI	10031	882	"Short title·"
CHI	10031	882	"简称"
ENG	10031	882	"Short title"
FRA	10031	882	"Intitulé court"
GER	10031	882	"Kurztitel"
POR	10031	882	"Design. curta"
SPA	10031	882	"Descripción corta"
XXX	10031	882	"FBA7C2E03814177CFBE59E2775553C000769700D"
BRI	10031	883	"==="
CHI	10031	883	"菜单类别"
ENG	10031	883	"Menu category"
FRA	10031	883	"Catégorie de menu"
GER	10031	883	"Menükategorie"
POR	10031	883	"Menu Categoria"
SPA	10031	883	"Categoría de menú"
XXX	10031	883	"E8B46EDC30F6612713B193E7471F9C80342DBFCE"
BRI	10031	884	"==="
CHI	10031	884	"菜单类别列表"
ENG	10031	884	"List of menu categories"
FRA	10031	884	"Liste des catégories de menus"
GER	10031	884	"Verzeichnis der Menükategorien"
POR	10031	884	"Menu Lista de Categorias"
SPA	10031	884	"Lista de categorías de menús"
XXX	10031	884	"962B2856A224E411D9A0CB18FE81DF996E386FFB"
BRI	10031	885	"==="
CHI	10031	885	"菜单类别 {code}"
ENG	10031	885	"Menu category {code}"
FRA	10031	885	"Catégorie de menu {code}"
GER	10031	885	"Menükategorie {code}"
POR	10031	885	"Menu Categoria {code}"
SPA	10031	885	"Categoría de menú {code}"
XXX	10031	885	"AEFECD638311EC3BCDEC84A8BC2EB600C26ADAC9"
BRI	10031	886	"==="
CHI	10031	886	"菜单项"
ENG	10031	886	"Menu item"
FRA	10031	886	"Entrée de menu"
GER	10031	886	"Menüpunkt"
POR	10031	886	"O item do menu"
SPA	10031	886	"Entrada de menú"
XXX	10031	886	"493F2D6BBA85FEE18718C9B878DD6CDE87F6911F"
BRI	10031	887	"==="
CHI	10031	887	"菜单项"
ENG	10031	887	"Menu item"
FRA	10031	887	"Entrée de menu"
GER	10031	887	"Menüpunkt"
POR	10031	887	"O item do menu"
SPA	10031	887	"Entrada de menú"
XXX	10031	887	"5B74D1451AE01234A65BEF1D734C3A277BBDCA43"
BRI	10031	888	"==="
CHI	10031	888	"菜单项列表"
ENG	10031	888	"List of menu items"
FRA	10031	888	"Liste des entrées de menus"
GER	10031	888	"Verzeichnis der Menüpunkte"
POR	10031	888	"Lista de itens do menu"
SPA	10031	888	"Lista de entradas de menú"
XXX	10031	888	"1481C4983A5CBAAAB86529550ADD2EE40A360330"
BRI	10031	889	"==="
CHI	10031	889	"菜单项{code}"
ENG	10031	889	"Menu item {code}"
FRA	10031	889	"Entrée de menu {code}"
GER	10031	889	"Menüpunkt {code}"
POR	10031	889	"O item do menu {code}"
SPA	10031	889	"Entrada de menú {code}"
XXX	10031	889	"151CC0B8B460290188FAD40679FCB935605F8DDE"
BRI	10031	890	"==="
CHI	10031	890	"应用程序"
ENG	10031	890	"Application"
FRA	10031	890	"Application"
GER	10031	890	"Anwendung"
POR	10031	890	"Aplicação"
SPA	10031	890	"Aplicación"
XXX	10031	890	"AB41EB04B229D7908595ADEA4DC8A3F851A0412B"
BRI	10031	891	"==="
CHI	10031	891	"应用程序菜单"
ENG	10031	891	"Application menu"
FRA	10031	891	"Menu d'application"
GER	10031	891	"Anwendungsmenü"
POR	10031	891	"Menu da Aplicação"
SPA	10031	891	"Menú de aplicación"
XXX	10031	891	"0FD62C62050445FFA62776737786867F571D2A2F"
BRI	10031	892	"==="
CHI	10031	892	"类别"
ENG	10031	892	"Categories"
FRA	10031	892	"Catégories"
GER	10031	892	"Kategorien"
POR	10031	892	"Categorias"
SPA	10031	892	"Categoría"
XXX	10031	892	"07E5D6328DCEE967D5B94A62D9DAEC19604E7D2D"
BRI	10031	893	"==="
CHI	10031	893	"代码"
ENG	10031	893	"Code"
FRA	10031	893	"Code"
GER	10031	893	"==="
POR	10031	893	"Código"
SPA	10031	893	"Código"
XXX	10031	893	"1FB679EC276FD3CE9F32384AF806923EE51362E5"
BRI	10031	894	"==="
CHI	10031	894	"控制面板"
ENG	10031	894	"Dashboard"
FRA	10031	894	"Tableau de bord"
GER	10031	894	"==="
POR	10031	894	"Tableau de bord"
SPA	10031	894	"==="
XXX	10031	894	"E49E1DAAEAC519659ED69B7246B1584C549C9F16"
BRI	10031	895	"==="
CHI	10031	895	"描述"
ENG	10031	895	"Description"
FRA	10031	895	"Description"
GER	10031	895	"Beschreibung"
POR	10031	895	"Descrição"
SPA	10031	895	"Descripción"
XXX	10031	895	"115357FFB76DFAE9B2A264CED98F30D213CA55BE"
BRI	10031	896	"==="
CHI	10031	896	"为一个受端点限定的功能或表示法选择一个端点"
ENG	10031	896	"Choose an endpoint for an endpoint specific function or representation"
FRA	10031	896	"Sélectionner un endpoint pour une fonction ou représentation spécifique à un endpoint"
GER	10031	896	"Endpoint für endpoint-spezifische Funktion oder Repräsentation auswählen"
POR	10031	896	"Selecione um endpoint para uma função ou um endpoint representação específica"
SPA	10031	896	"Seleccionar un endpoint para una función o representación específica a un endpoint"
XXX	10031	896	"AC7107F7CF7D80FBF6105D47A85C886EE71BC1E6"
BRI	10031	897	"==="
CHI	10031	897	"端点"
ENG	10031	897	"Endpoint"
FRA	10031	897	"Endpoint"
GER	10031	897	"==="
POR	10031	897	"EndPoint"
SPA	10031	897	"==="
XXX	10031	897	"7541241E88769811CB94C66349E11174E5774C21"
BRI	10031	898	"==="
CHI	10031	898	"实体"
ENG	10031	898	"Entity"
FRA	10031	898	"Entité"
GER	10031	898	"Entität"
POR	10031	898	"Entidade"
SPA	10031	898	"Entidad"
XXX	10031	898	"5D9A352D0370F3D730F63485DDD37FBB443DB918"
BRI	10031	899	"URL,·"
CHI	10031	899	"==="
ENG	10031	899	"URL"
FRA	10031	899	"URL"
GER	10031	899	"==="
POR	10031	899	"==="
SPA	10031	899	"==="
XXX	10031	899	"0816A2CA935FD7240C874DD67FC68D10F3CAFA68"
BRI	10031	900	"==="
CHI	10031	900	"创建"
ENG	10031	900	"Create"
FRA	10031	900	"Créer"
GER	10031	900	"Erstellen"
POR	10031	900	"Criar"
SPA	10031	900	"Crear"
XXX	10031	900	"E02AC9D172AFA9A180EC3CCA4314B43A0E526866"
BRI	10031	901	"==="
CHI	10031	901	"统计"
ENG	10031	901	"Statistics"
FRA	10031	901	"Statistiques"
GER	10031	901	"Statistiken"
POR	10031	901	"Estatística"
SPA	10031	901	"Estadísticas"
XXX	10031	901	"EC19F2CDD74AABD3FCEFCF716FA0D53E3BBEA025"
BRI	10031	902	"==="
CHI	10031	902	"详细信息"
ENG	10031	902	"Details"
FRA	10031	902	"Détails"
GER	10031	902	"==="
POR	10031	902	"Detalhes"
SPA	10031	902	"Detalles"
XXX	10031	902	"91BE053A3FDDFC05063B86D8AA0320FA632B0347"
BRI	10031	903	"==="
CHI	10031	903	"编辑"
ENG	10031	903	"Edit"
FRA	10031	903	"Modifier"
GER	10031	903	"Bearbeiten"
POR	10031	903	"Modificar"
SPA	10031	903	"Modificar"
XXX	10031	903	"F69EFDEDE50ED0C7B64E3BC5FE2F3139D0FC9826"
BRI	10031	904	"==="
CHI	10031	904	"请求"
ENG	10031	904	"Query"
FRA	10031	904	"Requête"
GER	10031	904	"Anfrage"
POR	10031	904	"Pedido"
SPA	10031	904	"Petición"
XXX	10031	904	"8D952A46F89BBFD2716A97B61B70A60BAD9D8A2C"
BRI	10031	905	"==="
CHI	10031	905	"行为"
ENG	10031	905	"Action"
FRA	10031	905	"Action"
GER	10031	905	"Vorgang"
POR	10031	905	"Ação"
SPA	10031	905	"Acción"
XXX	10031	905	"43F7E61134ADEA76EA057AE2DC188FA7C8C6159C"
BRI	10031	906	"==="
CHI	10031	906	"功能"
ENG	10031	906	"Function"
FRA	10031	906	"Fonction"
GER	10031	906	"Funktion"
POR	10031	906	"Função"
SPA	10031	906	"Función"
XXX	10031	906	"16070BAAF384EBDFD79366559F68367118A8D7DA"
BRI	10031	907	"==="
CHI	10031	907	"钥"
ENG	10031	907	"Key"
FRA	10031	907	"Clé"
GER	10031	907	"Schlüssel"
POR	10031	907	"Chave"
SPA	10031	907	"Clave"
XXX	10031	907	"2A9F728E4727A5010EFA40704F671EAE8635C5CB"
BRI	10031	908	"==="
CHI	10031	908	"图标"
ENG	10031	908	"Icon"
FRA	10031	908	"Icône"
GER	10031	908	"Symbol"
POR	10031	908	"Ícone"
SPA	10031	908	"Icono"
XXX	10031	908	"F85FF30B246AF277AF6786DEC918F99B3BE51C82"
BRI	10031	909	"==="
CHI	10031	909	"钥"
ENG	10031	909	"Key"
FRA	10031	909	"Clé"
GER	10031	909	"Schlüssel"
POR	10031	909	"Chave"
SPA	10031	909	"Clave"
XXX	10031	909	"9FF51215BD99E4EEB4773D87A1526E93B4AAE752"
BRI	10031	910	"==="
CHI	10031	910	"控制面板页"
ENG	10031	910	"Dashboard page"
FRA	10031	910	"Page du tableau de bord"
GER	10031	910	"Dashboard-Seite"
POR	10031	910	"Painel Página"
SPA	10031	910	"Página del dashboard"
XXX	10031	910	"BE4D937D104A08AD1C34F0AC19E7D8B75C76C609"
BRI	10031	911	"==="
CHI	10031	911	"外部链接"
ENG	10031	911	"External link"
FRA	10031	911	"Lien externe"
GER	10031	911	"Externer Link"
POR	10031	911	"Link externo"
SPA	10031	911	"Enlace externo"
XXX	10031	911	"42BFC0A83936581A7C29B67CF08232F178546897"
BRI	10031	912	"Function (convergence)"
CHI	10031	912	"功能（经典版）"
ENG	10031	912	"Function (classic)"
FRA	10031	912	"Fonction (classic)"
GER	10031	912	"Funktion (klassisch)"
POR	10031	912	"Função (clássico)"
SPA	10031	912	"Función (convergencia)"
XXX	10031	912	"972034AFEEFDCA2AA7AF18E21F4827BAAB0FD4DC"
BRI	10031	913	"==="
CHI	10031	913	"表示法"
ENG	10031	913	"Representation"
FRA	10031	913	"Représentation"
GER	10031	913	"Repräsentation"
POR	10031	913	"Representação"
SPA	10031	913	"Representación"
XXX	10031	913	"FABC900F4EAC562C3B30EA6EAD11AB2E36E1CEBA"
BRI	10031	914	"==="
CHI	10031	914	"链接类型"
ENG	10031	914	"Link type"
FRA	10031	914	"Type de lien"
GER	10031	914	"Link-Typ"
POR	10031	914	"Tipo de ligação"
SPA	10031	914	"Tipo de enlace"
XXX	10031	914	"871A351AC40C85D6ECED77A489086C5450DDA321"
BRI	10031	915	"==="
CHI	10031	915	"在缩略图中显示"
ENG	10031	915	"Display in gadgets"
FRA	10031	915	"Afficher dans les vignettes"
GER	10031	915	"In Gadgets anzeigen"
POR	10031	915	"Ver em miniaturas"
SPA	10031	915	"Mostrar en las viñetas"
XXX	10031	915	"4379DD5314D43F8A47284BDFA0CE678C1434056F"
BRI	10031	916	"==="
CHI	10031	916	"目标名称"
ENG	10031	916	"Target name"
FRA	10031	916	"Nom cible"
GER	10031	916	"Zielname"
POR	10031	916	"Nome Alvo"
SPA	10031	916	"Nombre objetivo"
XXX	10031	916	"FC29A553E16A269A058CFE7CAC10E3D458F08D75"
BRI	10031	917	"==="
CHI	10031	917	"参数"
ENG	10031	917	"Parameters"
FRA	10031	917	"Paramètres"
GER	10031	917	"Parameter"
POR	10031	917	"Parâmetros"
SPA	10031	917	"Parámetros"
XXX	10031	917	"19B9C7C0F57FFF1CB7B6A0D4CA6F89B1C0BF75F3"
BRI	10031	918	"==="
CHI	10031	918	"参考数据集"
ENG	10031	918	"Reference dataset"
FRA	10031	918	"Jeu de données de référence"
GER	10031	918	"Referenz Datensatz"
POR	10031	918	"Referência Dataset"
SPA	10031	918	"Juego de datos de referencia"
XXX	10031	918	"2E7E2B50EB452E4F3DB56CDA49565E00AEB4C84B"
BRI	10031	919	"==="
CHI	10031	919	"表示法"
ENG	10031	919	"Representation"
FRA	10031	919	"Représentation"
GER	10031	919	"Repräsentation"
POR	10031	919	"Representação"
SPA	10031	919	"Representación"
XXX	10031	919	"2BE5903A9D98B7788E03B5692A1B7A095625AC07"
BRI	10031	920	"==="
CHI	10031	920	"表示法"
ENG	10031	920	"Representation"
FRA	10031	920	"Représentation"
GER	10031	920	"Repräsentation"
POR	10031	920	"Representação"
SPA	10031	920	"Representación"
XXX	10031	920	"0B6584074AED4C1F3EDB9FC4A6A74D796C7A0A83"
BRI	10031	921	"==="
CHI	10031	921	"打开方式"
ENG	10031	921	"Open in"
FRA	10031	921	"Ouvrir dans"
GER	10031	921	"Öffnen in"
POR	10031	921	"Abrir em"
SPA	10031	921	"Abrir en"
